index,European,Other/Mixed,Asian,African Am./Caribbean,Hispanic/Latin American,African,
2007,93.37028448051818,1.632314427940265,3.1919093980528177,0.7844205433717839,1.012324823574099,0.008746326542852002,0.0
2008,93.34270373316396,1.279860846223893,4.6233241159536895,0.7541113046584631,0.0,0.0,0.0
2009,84.5362985912854,4.087968405311326,9.561060482991122,1.2035364665266062,0.2880604841335394,0.32307556975199264,0.0
2010,85.32352107439662,2.5467401087911736,11.474799707776988,0.3605871111988989,0.044156742241719525,0.2501952555946001,0.0
2011,72.67972748880386,2.737670232974066,20.858530906367704,3.0366625717692033,0.5155813210708349,0.1718274790143372,0.0
2012,65.92665256479981,4.840046290646835,26.78807094256543,1.4065683324329945,0.5070188175049167,0.5316430520500222,0.0
2013,75.6470158745525,0.9610691194145876,18.687429180927676,3.7099717336042364,0.5416802497380095,0.45283384176300195,0.0
2014,68.94736006499302,1.2647772583275216,26.747897620497895,1.9215615054187314,1.0926913439313577,0.02571220683147004,0.0
2015,79.86513772232597,0.5505796690492254,16.576791074693705,2.22209863988814,0.29525313464553327,0.490139759397418,0.0
2016,78.53997558485531,5.037228223758785,11.880444050637374,2.7558057113745096,1.4512209814962402,0.3353254478777801,0.0
2017,87.98959683686839,0.3848541465590223,6.9696743897583415,2.4925492474733675,1.8020714501179467,0.3612539292229315,0.0
2018,75.2547174030305,0.3536675033784518,22.036624941006696,0.6832504991164433,1.492035248326514,0.1797044051413928,0.0
2019,86.35491317218981,0.2121759404832016,10.144640447963289,0.7743167680671287,1.982176063325289,0.5317776079712809,0.0
