index,European,Other/Mixed,Asian,In Part Not Recorded,African Am./Caribbean,Hispanic/Latin American,African
2007,65.21739130434783,9.782608695652174,6.521739130434782,5.434782608695652,4.3478260869565215,7.608695652173914,1.0869565217391304
2008,76.77419354838709,4.516129032258064,7.741935483870968,8.38709677419355,2.5806451612903225,0.0,0.0
2009,66.26016260162602,5.284552845528456,15.040650406504067,5.691056910569105,4.0650406504065035,2.0325203252032518,1.6260162601626018
2010,59.86159169550172,7.26643598615917,20.761245674740483,6.5743944636678195,2.768166089965398,1.7301038062283738,1.0380622837370241
2011,54.26136363636363,4.829545454545454,22.443181818181817,8.238636363636363,5.965909090909091,2.272727272727273,1.9886363636363635
2012,49.549549549549546,3.903903903903904,28.82882882882883,8.108108108108109,5.105105105105105,3.003003003003003,1.5015015015015014
2013,45.822784810126585,6.329113924050633,26.329113924050635,7.341772151898734,7.59493670886076,5.3164556962025316,1.2658227848101267
2014,50.764525993883794,4.281345565749235,25.382262996941897,10.397553516819572,5.5045871559633035,3.058103975535168,0.6116207951070336
2015,42.181069958847736,5.967078189300412,27.572016460905353,8.641975308641975,8.436213991769549,4.11522633744856,3.0864197530864197
2016,42.824074074074076,5.787037037037037,23.37962962962963,9.027777777777777,10.648148148148149,6.481481481481481,1.8518518518518516
2017,46.34146341463415,3.089430894308943,17.560975609756095,9.59349593495935,11.38211382113821,8.617886178861788,3.414634146341464
2018,32.961783439490446,4.936305732484077,35.828025477707,9.554140127388536,7.32484076433121,6.687898089171974,2.7070063694267517
2019,42.4317617866005,1.7369727047146404,28.53598014888337,5.955334987593052,11.41439205955335,7.444168734491314,2.481389578163772
