,Broader,parentterm,InitialN,ReplicationN,InitialCount,ReplicationCount
0,In Part Not Recorded,All,9.820573474457953,11.576229765985152,9.166164960866947,28.326745718050066
1,In Part Not Recorded,Other measurement,3.9375027948657597,6.8598812996386425,8.783314020857475,7.572254335260116
2,In Part Not Recorded,Response to drug,24.323846316415388,17.768163879503703,10.430839002267573,11.11111111111111
3,In Part Not Recorded,Other disease,8.658223196848832,4.3726099433028205,8.258064516129032,11.502347417840376
4,In Part Not Recorded,Digestive system disorder,9.366516486212682,3.014788012053249,5.230769230769231,7.333333333333333
5,In Part Not Recorded,Other trait,4.099727541841788,11.36580771398417,8.90625,7.6923076923076925
6,In Part Not Recorded,Cancer,3.2984489876768754,4.485565842591019,7.928994082840236,7.039711191335741
7,In Part Not Recorded,Liver enzyme measurement,3.122367318217862,31.20450387325314,12.727272727272727,26.31578947368421
8,In Part Not Recorded,Body measurement,6.0469950463637545,8.583021847165515,6.666666666666667,6.474820143884892
9,In Part Not Recorded,Inflammatory measurement,34.600543317513115,16.05409849213988,11.11111111111111,4.3478260869565215
10,In Part Not Recorded,Cardiovascular measurement,1.2752418645819779,14.822471976462873,7.972665148063782,6.046511627906977
11,In Part Not Recorded,Hematological measurement,0.28794090770988495,4.834857187295168,5.8495821727019495,8.403361344537815
12,In Part Not Recorded,Metabolic disorder,8.45376083878675,9.290467122790119,10.353535353535353,5.993690851735016
13,In Part Not Recorded,Lipid or lipoprotein measurement,19.248418152845083,22.58905332048273,7.4964639321074955,4.179104477611941
14,In Part Not Recorded,Cardiovascular disease,26.858987339081352,19.627324221276492,12.4777183600713,6.557377049180328
15,In Part Not Recorded,Neurological disorder,21.349126571155335,29.933451574750393,12.918287937743193,16.153846153846153
16,In Part Not Recorded,Biological process,3.7792318462095484,2.1865593918807242,7.973421926910299,4.659498207885305
17,In Part Not Recorded,Immune system disorder,44.360353721123396,27.695711818854885,12.009237875288683,8.898305084745763
18,Af. Am./Carib.,All,1.515429641512709,1.4955198920024186,7.826610475617097,25.395256916996047
